video_id	caption	start	end	duration	phase	idx
v_7kQ3JRkEQr0	Two girls are standing up doing karate	0.0	63.89	66.55	train	22135
v_7kQ3JRkEQr0	People are sitting down watching them	2.33	63.89	66.55	train	22136
v_7kQ3JRkEQr0	A woman in a black robe is standing up next to them	2.33	66.55	66.55	train	22137
v_R0sADQPdso8	We see an opening title screen	0.0	4.0	114.34	train	22138
v_R0sADQPdso8	A lady speaks in front of a plaza	4.0	18.29	114.34	train	22139
v_R0sADQPdso8	the lady hula hoops in short shorts and a tight shirt in a plaza and we see a timer in the upper right corner periodically	18.29	80.61	114.34	train	22140
v_R0sADQPdso8	The timer reads The lady hula hoops for 2 minutes and seventeen seconds	80.61	83.47	114.34	train	22141
v_R0sADQPdso8	The lady speaks to the camera again	84.04	98.9	114.34	train	22142
v_R0sADQPdso8	We see the ending YouTube screen	98.33	114.34	114.34	train	22143
v_DLfOiuxMstg	A envelope with a key on it is shown	0.0	7.85	56.05	train	22144
v_DLfOiuxMstg	A woman wraps a book in brown paper	7.85	12.61	56.05	train	22145
v_DLfOiuxMstg	A woman in a gray sweater is talking	14.57	23.54	56.05	train	22146
v_DLfOiuxMstg	A woman waves at the camera	24.1	24.94	56.05	train	22147
v_DLfOiuxMstg	They finish wrapping the book and put the envelope on the front of the package	32.79	48.77	56.05	train	22148
v_DLfOiuxMstg	The words thank you is stamped inside a book	49.61	51.57	56.05	train	22149
v_X7f-hwiYZ1Q	A woman is seen speaking and laughing to the camera and leads into her holding up a magazine and presenting pages to the camera	0.0	87.24	167.77	train	22150
v_X7f-hwiYZ1Q	The woman presents more objects to the camera and then uses one to brush her teeth while still speaking to the camera	65.43	165.25	167.77	train	22151
v_dH_gpSfaA6E	To wrap a circular gift you will need ribbon scissors, paper scissors, ribbons, tape, Japenese using paper because its soft and strong and the color doesn't come off	0.0	30.12	194.33	train	22152
v_dH_gpSfaA6E	First measure the paper correctly by measuring at the sides then fold paper in the middle holding the paper the same way on the other side then close paper in the middle of the joint to make a crease then repeat until crease is all around then put tape on top then tie on the ribbon	30.12	194.33	194.33	train	22153
v_c-aDlEaZmFk	A lady gymnast dressed in black leotards is performing gymnastics on bars	8.54	20.91	58.91	train	22154
v_c-aDlEaZmFk	She flawlessly jumps on the bar and swings back and forth from one bar to another without falling off	20.91	41.53	58.91	train	22155
v_c-aDlEaZmFk	She successfully completes her round and jumps off of the bars	41.53	49.78	58.91	train	22156
v_c-aDlEaZmFk	The crowd cheers loudly as they applaud for the gymnast	49.78	58.91	58.91	train	22157
v_3TwqeiVbpS8	A series of people violently falling off of water skis while water skiing exhibits	14.38	134.74	151.4	train	22158
v_3TwqeiVbpS8	A person crashing into a family on the beach from going full speed on a water ski occurs	58.29	62.83	151.4	train	22159
v_3TwqeiVbpS8	Several more people are shown crashing while on water skis with one man crashing and the water turning red at the point of impact and crashing	62.83	86.3	151.4	train	22160
v_3TwqeiVbpS8	A last clip shows someone going up a ramp on water skis and then crashing into the water	90.08	96.89	151.4	train	22161
v_at2XbuHG5WQ	A white fence is shown outside a house	0.0	6.88	91.7	train	22162
v_at2XbuHG5WQ	A man is holding a scraper and brush	10.55	57.31	91.7	train	22163
v_at2XbuHG5WQ	He scrapes the paint off the fence, then repaints it with fresh paint	58.69	91.7	91.7	train	22164
v_Ed08LA1pjIg	The person is skiing down the high snow covered mountains	0.0	65.85	185.48	train	22165
v_Ed08LA1pjIg	A red helicopter is flying around as the skiers are climbing the top mountain	27.82	96.45	185.48	train	22166
v_Ed08LA1pjIg	The skiers ski down the slope, ride their motorcycles, went fishing , and ski	46.37	185.48	185.48	train	22167
v_boqZwv68BiM	A close up of a tool is shown followed by a person cutting along a rug	0.0	9.73	21.15	train	22168
v_boqZwv68BiM	The person continues using the tool along the sides and the camera fades to black shortly after	8.78	21.15	21.15	train	22169
v_Bg9hw5K-m6Q	A man is standing in his yard	0.0	5.92	59.24	train	22170
v_Bg9hw5K-m6Q	He uses a brush to brush his very long hair	6.22	37.91	59.24	train	22171
v_Bg9hw5K-m6Q	He brushes it from several different angles	41.46	59.24	59.24	train	22172
v_MyMYuXh8E0Y	A man in a black hoodie talks to the camera	1.13	3.4	226.35	train	22173
v_MyMYuXh8E0Y	A second man in a blue hoodie walks in and talks to the camera	2.26	28.29	226.35	train	22174
v_MyMYuXh8E0Y	The man in the black hoodie shows off a bottle of mouth wash	4.53	29.43	226.35	train	22175
v_MyMYuXh8E0Y	The two men talk to each other	4.53	30.56	226.35	train	22176
v_MyMYuXh8E0Y	The man in the blue hoodie pours the mouthwash in two glasses	29.43	70.17	226.35	train	22177
v_MyMYuXh8E0Y	"The two men take classes and ""cheers"" each other"	74.69	82.62	226.35	train	22178
v_MyMYuXh8E0Y	The two men keep the mouthwash in their mouths	86.01	218.43	226.35	train	22179
v_MyMYuXh8E0Y	The man in the black hoodie shows off his t-shirt	107.52	115.44	226.35	train	22180
v_MyMYuXh8E0Y	The two men show off signs that insult each other and try to make each other laugh	117.7	212.77	226.35	train	22181
v_MyMYuXh8E0Y	The man in the blue hoodie laughs first	211.64	216.16	226.35	train	22182
v_MyMYuXh8E0Y	The men both spit the mouthwash in the sink	218.43	226.35	226.35	train	22183
v_DvtfiPvPhZ8	A man and woman is seen walking onto a large stage away from one another	2.17	38.45	108.3	train	22184
v_DvtfiPvPhZ8	The two then begin performing a tango routine with one another	35.74	75.81	108.3	train	22185
v_DvtfiPvPhZ8	The man lifts the woman all around while they continue dancing and end by holing a pose	58.48	106.13	108.3	train	22186
v_-HaFSqzE4Nc	A teenage boy and girl are sitting in s car smoking from a hose	0.0	53.52	53.52	train	22187
v_-HaFSqzE4Nc	The girl and boy take turns blowing smoke rings	4.01	52.72	53.52	train	22188
v_aM9WZ1_8yC0	A man is throwing darts at a dart board	0.0	172.08	172.07999999999998	train	22189
v_aM9WZ1_8yC0	He points to the words on his shirt	69.69	74.0	172.07999999999998	train	22190
v_aM9WZ1_8yC0	He shows the darts in the dart board	116.16	137.67	172.07999999999998	train	22191
v_aM9WZ1_8yC0	He shows his hand while throwing the dart	141.11	172.08	172.07999999999998	train	22192
v_hShYj_OGFtc	A person is seen kneeling down in a large hole rubbing plaster along a wall	1.92	66.19	191.86	train	22193
v_hShYj_OGFtc	The man rubs plaster using a tool and stands up to grab paper	48.92	143.89	191.86	train	22194
v_hShYj_OGFtc	He rubs the paper along the wall and ends by looking up to the camera	124.71	190.9	191.86	train	22195
v_uxRBnIWE79s	People are indoors and the focus is on various clips of various different people fencing one another	0.0	7.97	63.79	train	22196
v_uxRBnIWE79s	A fencing match between two women begin and the wording on the screen say's their names are Michelle Li & Cindy Gao, and they are shown fighting from various different angles doing many fencing moves	7.97	54.86	63.79	train	22197
v_uxRBnIWE79s	When they are done fighting the women are shown standing close together, smiling, and the woman on the left has her arm resting on the shoulder of the woman on the right	54.86	59.64	63.79	train	22198
v_uxRBnIWE79s	The outro is a white screen with multiple colors on it that include logos, website and the name of the event	59.64	63.79	63.79	train	22199
v_at3YFTd6nEw	A woman is smiling sitting in a tattoo sitting on the chair waiting patiently, smiling and being over friendly	0.0	37.9	222.93	train	22200
v_at3YFTd6nEw	He is wearing gloves and grabs a clamp then hr puts it in her mouth and clamps her lip with it	37.9	94.74	222.93	train	22201
v_at3YFTd6nEw	Then grabs a needle and sticks it through her lip, he gets a piercing and puts it on for her	94.74	156.05	222.93	train	22202
v_at3YFTd6nEw	After that she gets up off the chair and walks to the mirror to check it out for herself	156.05	222.93	222.93	train	22203
v_qI_Bo0D6p7I	A small girl is seen hula hooping over and over again with her hands on her hips	0.0	33.2	221.32	train	22204
v_qI_Bo0D6p7I	The girl spins around with the hula hoop moving from her feet to her knees as well as the rest of her body	33.2	141.65	221.32	train	22205
v_qI_Bo0D6p7I	At one point she throws the hula hoop accidentally but picks it back up and continues spinning with it	138.33	212.47	221.32	train	22206
v_qI_Bo0D6p7I	In the end she falls to the ground with the hoop still in her hands	211.36	221.32	221.32	train	22207
v_IN8-B39kq_k	Two men introduce themselves in the beginning of the video and tell the viewers that they will be talking about tattoos	0.0	21.7	66.76	train	22208
v_IN8-B39kq_k	One of the guys comes on the screen and gives some tips about how to prepare to give a tattoo	21.7	66.76	66.76	train	22209
v_IN8-B39kq_k	A close up of a man is shown giving a tattoo to someone	25.7	32.38	66.76	train	22210
v_IN8-B39kq_k	Several clients are shown close up on the screen while they are in the process of a tattoo	35.38	58.75	66.76	train	22211
v_iEGYd3DJ3Wo	A man dressed as a referee is shown in a hockey rink	0.0	0.7	17.55	train	22212
v_iEGYd3DJ3Wo	A number of men play are shown playing hockey	0.96	14.47	17.55	train	22213
v_iEGYd3DJ3Wo	Several of the hockey players start a fight	14.65	17.55	17.55	train	22214
v_02V8Hz-M6BM	The people are walking in the street with marching band	0.0	55.43	55.43	train	22215
v_02V8Hz-M6BM	The men in green vest are walking on both sides of the parade	7.76	36.58	55.43	train	22216
v_02V8Hz-M6BM	The man in neon green jacket is taking picture of the parade	26.05	44.62	55.43	train	22217
v_oSyBkE3gYMM	There's a young man skateboarding through a two lane empty road that has trees on both sides	0.0	60.97	90.33	train	22218
v_oSyBkE3gYMM	He goes steadily through the long and winding road without stopping	2.71	54.65	90.33	train	22219
v_oSyBkE3gYMM	He passes through curves and turns around to adjust his speed	10.39	48.32	90.33	train	22220
v_oSyBkE3gYMM	Then as he approaches a steep curve, he tries to turn but ends up falling down and bruising himself	49.23	69.55	90.33	train	22221
v_oSyBkE3gYMM	He gets up immediately and shows his friends his scraped and injured elbow	66.39	82.2	90.33	train	22222
v_oSyBkE3gYMM	Another friend of his also shows his injuries that he's had from skateboarding	79.04	88.52	90.33	train	22223
v_h9LI_6eBzw4	A montage of canoe sprinting is shown	0.0	182.52	184.37	train	22224
v_h9LI_6eBzw4	The winners celebrate and both men's and women's are shown	79.28	182.52	184.37	train	22225
v_w_X7cLnFCYw	An introduction comes onto the screen about a video showing how to triple jump	0.0	5.77	104.96000000000001	train	22226
v_w_X7cLnFCYw	A guy is shown running down a track making a jump	5.77	16.27	104.96000000000001	train	22227
v_w_X7cLnFCYw	The jump is shown again in slow motion for better understanding	16.27	88.69	104.96000000000001	train	22228
v_w_X7cLnFCYw	The guy is then shown exiting the track	88.69	104.96	104.96000000000001	train	22229
v_q0o0k2uD0co	A person is washing a car	0.0	29.09	29.09	train	22230
v_q0o0k2uD0co	The person changes hands and washes with their other hand	20.5	29.09	29.09	train	22231
v_q0o0k2uD0co	They then use both hands	26.9	29.09	29.09	train	22232
v_FKphYO14qhw	A man is leaning over a large pool table	0.0	48.46	230.76	train	22233
v_FKphYO14qhw	He uses a cue to shoot the ball toward the pocket	61.15	162.69	230.76	train	22234
v_FKphYO14qhw	He tries again and again until they go into the pockets	166.15	230.76	230.76	train	22235
v_43hQNmW-6_k	A man is doing the splits inside a gym	0.0	23.85	170.37	train	22236
v_43hQNmW-6_k	He talks to the camera about the procedure	29.81	105.63	170.37	train	22237
v_43hQNmW-6_k	He leans forward, stretching his legs	110.74	170.37	170.37	train	22238
v_6yVhTyPaaLQ	A woman stands on front a paint holding a bottle, and then paintings on canvas are shown in a slideshow	0.0	5.61	160.43	train	22239
v_6yVhTyPaaLQ	Then, the woman paints two canvas using a bottle, when it is necessary the woman rotates the canvas	6.42	86.63	160.43	train	22240
v_6yVhTyPaaLQ	Then, the woman puts the canvas on the floor and continues painting with the bottle	86.63	115.51	160.43	train	22241
v_6yVhTyPaaLQ	After, the woman hangs the paintings on the, then she puts the paintings on the floor and then hang on the wall to continues painting	116.31	151.6	160.43	train	22242
v_Xg_MSiPhJns	A person is spreading something green on bread	17.28	32.22	93.39	train	22243
v_Xg_MSiPhJns	They put the sandwich into a grill	52.77	57.9	93.39	train	22244
v_Xg_MSiPhJns	They take the sandwich off the grill and put it onto a plate	63.51	78.45	93.39	train	22245
v_HjRevGoqqz0	The credits of the clip are shown	0.0	2.65	176.84	train	22246
v_HjRevGoqqz0	People are interacting in an inside court	3.54	175.96	176.84	train	22247
v_HjRevGoqqz0	People run to pick up balls from the center of the court	3.54	7.96	176.84	train	22248
v_HjRevGoqqz0	Two teams are playing dodge-ball	7.96	175.96	176.84	train	22249
v_HjRevGoqqz0	A red team member runs up and throws a ball directly at an opponent	87.54	101.69	176.84	train	22250
v_SgkdciuEuKs	A woman demonstrates how to dry a counter top and sink of water splashed from a sink faucet with a paper towel	0.0	68.5	68.5	train	22251
v_SgkdciuEuKs	A woman stands in a kitchen next to a sink and talks to the camera	0.0	18.15	68.5	train	22252
v_SgkdciuEuKs	the woman points to a water splash on the counter next to the sink after turning on the water at the sink	18.49	31.51	68.5	train	22253
v_SgkdciuEuKs	The woman then grabs a paper towel and wipes down the sink counter, the inside of the sink and the faucet spout	31.51	60.62	68.5	train	22254
v_SgkdciuEuKs	The woman then returns to talking to the camera	60.62	68.5	68.5	train	22255
v_SfYJTxMRKDE	A man hold a dish with food while talking, then, two girls run in the field were other people are walking	0.0	32.21	230.06	train	22256
v_SfYJTxMRKDE	People play throwing balls on the ground	32.21	39.11	230.06	train	22257
v_SfYJTxMRKDE	After, a band plays and people dance including a bride	40.26	67.87	230.06	train	22258
v_SfYJTxMRKDE	The people get in boats and sail in the river while other people rest	69.02	126.54	230.06	train	22259
v_SfYJTxMRKDE	People pass a small waterfall with choppy water, and then they go down the river	128.84	162.2	230.06	train	22260
v_SfYJTxMRKDE	People dive in the river, and then rest while drinking, then go sail in the river	163.35	227.76	230.06	train	22261
v_I71OenniCZI	A group of senior citizens are gathered at a court	0.0	3.39	56.45	train	22262
v_I71OenniCZI	They are engaged in a game of curling	6.21	29.64	56.45	train	22263
v_I71OenniCZI	They hit the puck, pushing it forward	32.74	56.45	56.45	train	22264
v_tJiYIajy41Q	A man is seen close up standing on a field	0.0	3.91	15.02	train	22265
v_tJiYIajy41Q	A person then passes the man a ball to move up the field	4.06	11.42	15.02	train	22266
v_tJiYIajy41Q	The people then begin kicking the ball around	11.04	14.5	15.02	train	22267
v_Kt1JpqwDvl8	A person vacuum the inside of a car, while other men clean by hand the car with detergent and water	1.63	9.53	46.51	train	22268
v_Kt1JpqwDvl8	Then, a man dry the car with clothes	9.53	13.72	46.51	train	22269
v_Kt1JpqwDvl8	Other cars are washed in a automatic car machine	13.95	19.77	46.51	train	22270
v_Kt1JpqwDvl8	After, people cleans the car with cloths inside and outside by hand	19.77	36.74	46.51	train	22271
v_PhJVHb-J7zM	A close up of a floor is seen followed by a young child kneeling before another	0.97	27.62	96.92	train	22272
v_PhJVHb-J7zM	A person is seen sitting on a bed with the young child shines the shoes of another	26.65	72.21	96.92	train	22273
v_PhJVHb-J7zM	The kids continues to shine the shoes of another	66.88	94.01	96.92	train	22274
v_134sVNOzn_w	A man is seen using a hammer and tool to knock off pieces of a roof	11.91	50.15	125.37	train	22275
v_134sVNOzn_w	The man then lays a bar down and continues placing roof shingles on while the camera pans around	52.65	118.47	125.37	train	22276
v_dQyZheN0Fw0	An animated image of a curling brush is shown	7.46	45.5	149.18	train	22277
v_dQyZheN0Fw0	A woman bends down and puts something on a scale	60.42	118.6	149.18	train	22278
v_dQyZheN0Fw0	She then slides across the ice	118.6	147.69	149.18	train	22279
v_QwLiAkfSa9A	A larger woman is seen sitting on a chair while a man wipes down her lip and puts a mark onto it	0.0	37.95	115.00999999999999	train	22280
v_QwLiAkfSa9A	The woman lies down and the man puts a needle into her lip creating a piercing	37.38	76.48	115.00999999999999	train	22281
v_QwLiAkfSa9A	The woman sits up and smiles while the man wipes down her lip and she continues speaking	76.48	112.71	115.00999999999999	train	22282
v_ma0HmFqdFqg	A woman is seen wiping down a mirror that leads into her standing behind a counter	0.0	34.9	107.37	train	22283
v_ma0HmFqdFqg	She pours ingredients into a buckets, soaks the sponge in the bucket, then wipes down a mirror with a wiper	32.75	105.76	107.37	train	22284
v_rOeNl9qIoVI	A person is seen riding along the water in a kayak while another man watches him on the side	0.0	9.18	16.84	train	22285
v_rOeNl9qIoVI	He continues riding along the water in the kayak and doing flips in the water	9.18	16.84	16.84	train	22286
v_mvWKOkRzfos	People are playing volleyball in the sand	3.61	76.66	80.27	train	22287
v_mvWKOkRzfos	A person falls into the sand	9.63	11.24	80.27	train	22288
v_mvWKOkRzfos	A woman in a blue shirt is talking to the camera	36.12	52.18	80.27	train	22289
v_mvWKOkRzfos	A woman in a black shirt is talking to the camera	59.8	69.44	80.27	train	22290
v_oj6czGQ830c	Men and woman posing and smiling at the camera	0.0	61.25	222.73	train	22291
v_oj6czGQ830c	A groups men and woman dressed in cold water diving gear arrive in a van	61.25	73.5	222.73	train	22292
v_oj6czGQ830c	The divers march in single file on a dock to the water and pose with their diving gear on	73.5	82.41	222.73	train	22293
v_oj6czGQ830c	The divers are under water performing different sunken vehicles and playing around and posing	83.52	181.52	222.73	train	22294
v_oj6czGQ830c	The divers are featured in some trick photography	181.52	206.02	222.73	train	22295
v_oj6czGQ830c	The divers relax at a restaurant with their regular close on seated at a round picnic table	206.02	222.73	222.73	train	22296
v_efkbBgZ2Mzo	A person does a tutorial on how to use an elliptical most efficiently	0.0	60.26	60.26	train	22297
v_efkbBgZ2Mzo	A woman does the backwards elliptical while smiling sometimes	11.75	59.95	60.26	train	22298
v_8-muYZwFf9c	The video leads into various shots of people kite surfing all along the ocean	0.0	69.34	198.11	train	22299
v_8-muYZwFf9c	The person continues riding all along the water while the camera follows him from a bird's eye view	65.38	198.11	198.11	train	22300
v_nSR-JSqGoWQ	A video recap of a beach soccer game begins with an Argentinian goal off a deep pass	0.0	17.89	143.07999999999998	train	22301
v_nSR-JSqGoWQ	The Brazilians follow up with a goal on a penalty kick, taken by an exuberant keeper	23.61	40.06	143.07999999999998	train	22302
v_nSR-JSqGoWQ	The Argentinians steal a pass halfway across the sand field and take it down for a goal in the tight corner	42.21	62.96	143.07999999999998	train	22303
v_nSR-JSqGoWQ	This is immediately followed by another goal from Argentina on a penalty kick	65.1	77.98	143.07999999999998	train	22304
v_nSR-JSqGoWQ	Brazil finds itself down even more on another Argentinian goal on a beautiful pass and shot across the field	79.41	105.88	143.07999999999998	train	22305
v_nSR-JSqGoWQ	To make matters worse, Argentina scores on a deep uncontested shot after that	107.31	131.63	143.07999999999998	train	22306
v_nSR-JSqGoWQ	This game is far too easy for them, and they win by a large score	133.78	143.08	143.07999999999998	train	22307
v_oW2v7KlfmJk	A man is playing shuffleboard on a ship	0.0	5.81	7.59	train	22308
v_oW2v7KlfmJk	He turns to the camera and says something	5.81	7.59	7.59	train	22309
v_F2x2fynkbAQ	A man dips a rag into a black container	9.72	24.05	102.35	train	22310
v_F2x2fynkbAQ	He begins wiping a shoe with the rag	24.56	56.81	102.35	train	22311
v_F2x2fynkbAQ	He picks up a brush and begins using that to brush the shoe	63.97	102.35	102.35	train	22312
v_vMYPNyBR3d0	We see three men on a boat in a lake	0.0	12.19	12.19	train	22313
v_vMYPNyBR3d0	The left man holds his nears near his chest	8.05	11.4	12.19	train	22314
v_vMYPNyBR3d0	A man acts weird and sprays himself	9.02	12.19	12.19	train	22315
v_O8jThut7tAQ	A person talks and throws a bowling ball on the bowling lane	3.88	88.52	155.3	train	22316
v_O8jThut7tAQ	The man holds a ball and shows his left leg forward, then throws the bowling ball on the lane while talking	88.52	138.99	155.3	train	22317
v_GyOLWizKXaE	A man is outside with a lawn utensil and he begins cutting the yard	0.0	24.65	123.25	train	22318
v_GyOLWizKXaE	He moves a knob and then continues to cut the grass and another woman is shown cutting the yard	24.03	88.74	123.25	train	22319
v_GyOLWizKXaE	Finally,the man comes back and shows how his the object works to cut the grass	87.51	123.25	123.25	train	22320
v_vSExyDlV9JA	A small group of people are seen standing on a sandy beach and leads into a game of volleyball	0.0	36.57	46.0	train	22321
v_vSExyDlV9JA	The people play back and fourth with one of them spiking the ball and the camera panning around to people watching and celebrating	20.7	46.0	46.0	train	22322
v_anfZnOQGPk0	A young child is seen standing on a stage with others and one begins dancing in the middle	0.0	28.74	122.28	train	22323
v_anfZnOQGPk0	The young boy then moves in the middle taking turns with others dancing around	28.12	92.93	122.28	train	22324
v_anfZnOQGPk0	Another man moves to the middle to dance while others watch on the side	80.09	116.16	122.28	train	22325
v_DmaPpBMsuXg	A person is seen standing in the middle of a gym holding a tennis racket	0.13	9.38	25.71	train	22326
v_DmaPpBMsuXg	The person then begins hitting a birdie across the gym	8.61	17.99	25.71	train	22327
v_DmaPpBMsuXg	The person continuously hits the object back and fourth while looking to the camera	15.04	24.81	25.71	train	22328
v_GG3JgE6hy4g	A man is seen standing on a roof pushing pieces of debris up with a stick	0.0	50.39	106.09	train	22329
v_GG3JgE6hy4g	The man continues pushing the debris off the roof while digging deeper and deeper into the mess	49.33	106.09	106.09	train	22330
v_k25ECDpOD0E	A person brush the teeth of a dog while holding the back neck	4.58	51.27	183.09	train	22331
v_k25ECDpOD0E	After, she taps the chest of the dog and put toothpaste on the brush and continue brushing the dog's teeth	51.27	84.22	183.09	train	22332
v_k25ECDpOD0E	After, the person tap again the the chest, put toothpaste on the brush and brush the dog's teeth	84.22	173.02	183.09	train	22333
v_k25ECDpOD0E	When the person finish to brush, she kiss the dog	173.02	178.51	183.09	train	22334
v_4HC2-Unzuu4	A woman is talking to the camera surrounded by alcohol bottles	0.0	71.38	71.38	train	22335
v_4HC2-Unzuu4	The woman begins pouring different alcohols and lemon juice into a glass of ice	8.57	47.47	71.38	train	22336
v_4HC2-Unzuu4	The woman shakes the drink mixture and strains it into another glass	48.54	66.74	71.38	train	22337
v_4HC2-Unzuu4	The woman puts a small straw into the drink and holds it up and smiles	67.45	71.38	71.38	train	22338
v_dE1NAofn3ks	A curler prepares to make a curling shot while being watch be other people in the arena	0.0	4.39	46.23	train	22339
v_dE1NAofn3ks	She makes the shot and lets go of the puck as the other team members chase it and sweep the ice	4.39	18.95	46.23	train	22340
v_dE1NAofn3ks	Another shot is made, and team members proceed to follow the shot and sweep the ice	18.95	33.29	46.23	train	22341
v_dE1NAofn3ks	A third shot is then made and the curlers allow the shot to knock out another puck	33.29	46.23	46.23	train	22342
v_3ZUy7h-dN38	A man wearing a black hat plays guitar for the camera to see	1.91	175.64	190.92	train	22343
v_3ZUy7h-dN38	He continues strumming his fingers and moving his hands around the instrument until the song ends as well as the video	86.87	190.92	190.92	train	22344
v_aEG-_-m49mY	A woman is recording a video of a little boy who is painting a fence	0.0	220.64	220.64	train	22345
v_aEG-_-m49mY	The camera pans to the rest of the backyard and fence	15.44	29.79	220.64	train	22346
v_aEG-_-m49mY	Another little boy is painting the other end of the fence, and the camera goes up to him	24.27	69.5	220.64	train	22347
v_aEG-_-m49mY	The video then cuts to show that the fence is mostly completed	75.02	123.56	220.64	train	22348
v_aEG-_-m49mY	The video then shows the two boys working together to complete the final panel of the fencing	124.66	220.64	220.64	train	22349
v_aEG-_-m49mY	The video ends as the camera pans out to show the house and the freshly painted fence	179.82	220.64	220.64	train	22350
v_ui7LIgAF8-E	A woman is seen performing a jump off of a high dive and landing into a pool	0.0	9.16	20.36	train	22351
v_ui7LIgAF8-E	More shots of her diving are shown again shortly after in slow motion	9.77	20.36	20.36	train	22352
v_y1F_Hzpux48	A large fish is seen swimming under frozen water	0.0	11.26	107.25	train	22353
v_y1F_Hzpux48	A man creates a hole in the ice to catch the fish	11.26	79.9	107.25	train	22354
v_y1F_Hzpux48	He catches it on a line, and pulls until He is able to get it through the hole	81.51	107.25	107.25	train	22355
v_kuyuhXuMPX4	We see the intro and intro scenes	0.0	13.33	133.28	train	22356
v_kuyuhXuMPX4	A man stands in a garage with two shovels	13.33	16.66	133.28	train	22357
v_kuyuhXuMPX4	We then see his shoveling supplies	17.99	31.32	133.28	train	22358
v_kuyuhXuMPX4	The man stretches and puts on his winter clothes	31.32	47.98	133.28	train	22359
v_kuyuhXuMPX4	He sprays his shovel with nonstick spray and shovels his driveway	49.98	97.3	133.28	train	22360
v_kuyuhXuMPX4	The man lays down and had a hard time breathing	97.96	103.29	133.28	train	22361
v_kuyuhXuMPX4	After putting down sand he drinks a warm beverage	106.63	122.62	133.28	train	22362
v_kuyuhXuMPX4	We see the ending credits screen	123.95	133.28	133.28	train	22363
v_yOcWUk9cOws	Several girls are outside in a large green field playing a game	0.0	13.79	30.3	train	22364
v_yOcWUk9cOws	The girl in front of the camera is dressed in a yellow shirt and black shorts hit the ball with the stick and begins jumping in the air	13.64	30.3	30.3	train	22365
v_15Yf7NIDLtM	A shot of a christmas tree is shown followed by a man walking into frame	0.0	39.6	155.3	train	22366
v_15Yf7NIDLtM	The man then begins decorating the tree as well as others	38.05	110.26	155.3	train	22367
v_15Yf7NIDLtM	People continuously decorate the tree moving quickly around one another and end by presenting it to the camera	102.5	148.31	155.3	train	22368
v_0KwSF8NdEug	A woman is seen speaking to the camera while holding up a bag of cookies as well as a plate	0.0	100.18	217.78	train	22369
v_0KwSF8NdEug	Various ingredients are then see laid out in bowls	101.27	147.0	217.78	train	22370
v_0KwSF8NdEug	The woman mixes all the ingredients together and squishes them into tiny balls to plate in the end	141.56	211.25	217.78	train	22371
v_-X7fBYN5fBc	Men are standing against the fence, the gates are up and a rider is waiting to start	0.0	4.21	25.54	train	22372
v_-X7fBYN5fBc	Once the gate opens a little cow comes running out and the horse chases after	4.21	7.66	25.54	train	22373
v_-X7fBYN5fBc	The rider throws a rope at the cow trying to catch it and then jumps off the horse	7.66	14.81	25.54	train	22374
v_-X7fBYN5fBc	After he jumps off the horse he starts to pin the cow down and tie the rope around its legs very roughly	14.81	25.54	25.54	train	22375
v_8OSnT8UvJkU	A woman with a nose ring is seen speaking to the camera and leads into someone cutting her hair	0.0	48.58	161.93	train	22376
v_8OSnT8UvJkU	The person cuts around the sides and the woman is seen wearing glasses and posing with her new style	48.58	128.73	161.93	train	22377
v_8OSnT8UvJkU	More shots of a person cutting is shown while the woman speaks to the camera	127.92	161.93	161.93	train	22378
v_pw0A0Uv2TZM	A young girl is inside a bathroom with her dad	0.0	5.81	58.07	train	22379
v_pw0A0Uv2TZM	He rubs water up and down her face	6.39	29.33	58.07	train	22380
v_pw0A0Uv2TZM	She giggles and smiles as he does so	29.91	58.07	58.07	train	22381
v_cIN4HNSRoAg	A close up shot of a fooseball game is shown as the plastic people push around a ball	1.33	61.27	66.6	train	22382
v_cIN4HNSRoAg	Hands are seen moving the ball around as well as grabbing the poles to play	6.66	66.6	66.6	train	22383
v_lIXHKxbq59c	Some people are shown as they prepare to tube down a long snow slope	0.0	46.92	71.63	train	22384
v_lIXHKxbq59c	They begin to head down the slope until they reach the end and are able to stop themselves	46.92	63.75	71.63	train	22385
v_lIXHKxbq59c	After that, they get out of their tubes and begin to exit	63.75	71.63	71.63	train	22386
v_-fBxVUu0KcQ	People are playing a sport on sand	0.0	145.17	145.17000000000002	train	22387
v_-fBxVUu0KcQ	A man in a green uniform gives a high five to someone on the sidelines	57.34	67.5	145.17000000000002	train	22388
v_-fBxVUu0KcQ	A man falls down into the sand	76.94	79.84	145.17000000000002	train	22389
v_ZyOPt4sgsbs	A young woman is seen holding onto a cat and smiling towards the camera	0.0	9.07	106.67	train	22390
v_ZyOPt4sgsbs	The cat begins to fuss around and the woman continues to smile	11.2	20.8	106.67	train	22391
v_ZyOPt4sgsbs	The woman then cuts the cats claws while the cat still moves around and she holds up the cat	21.33	103.47	106.67	train	22392
v_OD5rJOPicoM	Two people are sailing on boards out on a lake	0.0	17.74	30.58	train	22393
v_OD5rJOPicoM	One person is seen sailing on their board until they fall off the board and into the water	18.35	30.58	30.58	train	22394
v_1qi8ZXUH_wY	A group of men are wrapping boxes on a table	2.06	75.97	82.57	train	22395
v_1qi8ZXUH_wY	Several people are walking around the area	7.84	72.66	82.57	train	22396
v_1qi8ZXUH_wY	A man is getting very in depth on his wrapping and wraps the box tightly	15.69	57.39	82.57	train	22397
